"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 06:42:32,FALSE,NA,"1353231696003530754",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SusanneLeist",47,TRUE,FALSE,NA,NA
"Mt. St. Helens. #mountains #volcano #NaturePhotography #scenic #beautiful #amazing #incredible #canonphotography… https://t.co/PQhLBRa95S",FALSE,0,NA,2021-01-24 06:42:13,TRUE,NA,"1353231616416485376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DanielPatrickR2",0,FALSE,FALSE,NA,NA
"RT @NCTsmtown: [Un Cut] Take #19|‘Volcano’ Recording Behind the Scene

https://t.co/UEcTystTs3

#UnCut #Volcano
#NCT #NCTU
#<U+CC44><U+B110>NCT #Ch_NCT",FALSE,0,NA,2021-01-24 06:42:07,FALSE,NA,"1353231591762350080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jmlryu",25463,TRUE,FALSE,NA,NA
"RT @NCTsmtown: [Un Cut] Take #19|‘Volcano’ Recording Behind the Scene

https://t.co/UEcTystTs3

#UnCut #Volcano
#NCT #NCTU
#<U+CC44><U+B110>NCT #Ch_NCT",FALSE,0,NA,2021-01-24 06:26:28,FALSE,NA,"1353227650500685825",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tyongietracck",25463,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 06:22:36,FALSE,NA,"1353226678357561344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BeHappyToday01",47,TRUE,FALSE,NA,NA
"RT @NCT_OFFICIAL_JP: [Un Cut] Take #19|‘Volcano’ Recording Behind the Scene

https://t.co/ICZWPVsnpg

#UnCut #Volcano
#NCT #NCTU
#<U+CC44><U+B110>NCT #Ch…",FALSE,0,NA,2021-01-24 06:20:03,FALSE,NA,"1353226034829733889",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_hadiseh_",6596,TRUE,FALSE,NA,NA
"RT @NCTsmtown: [Un Cut] Take #19|‘Volcano’ Recording Behind the Scene

https://t.co/UEcTystTs3

#UnCut #Volcano
#NCT #NCTU
#<U+CC44><U+B110>NCT #Ch_NCT",FALSE,0,NA,2021-01-24 06:16:19,FALSE,NA,"1353225098757427200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sunmoon0606",25463,TRUE,FALSE,NA,NA
"RT @MSHInstitute: Views and Brews is just around the corner. Catch it live on our Facebook page or subscribe to us on YouTube to see it the…",FALSE,0,NA,2021-01-24 06:16:04,FALSE,NA,"1353225032055496704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mr_geologist",3,TRUE,FALSE,NA,NA
"RT @DaveWelldigger: There was so much to see today hiking in the Mt St Helens National Volcanic Monument.

@ForestServiceNW
@MtStHelensNVM…",FALSE,0,NA,2021-01-24 06:15:56,FALSE,NA,"1353225000187138048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mr_geologist",4,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 06:15:29,FALSE,NA,"1353224885603094529",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PrinceRayman",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 06:13:29,FALSE,NA,"1353224385071603714",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lynda1insouth",47,TRUE,FALSE,NA,NA
"RT @PMagnetE: #Yellowstone Caldera-#volcano activity on Jan 22-23, 2021 Wyoming, USA. Last eruption 640,000 years ago, diameter 1,000 km³ m…",FALSE,0,NA,2021-01-24 05:55:20,FALSE,NA,"1353219818116190209",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","USAMedRes",1,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 05:51:57,FALSE,NA,"1353218966231998464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gontakure2015",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 05:49:10,FALSE,NA,"1353218262570561536",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dan_w33",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 05:44:50,FALSE,NA,"1353217175398572037",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amir_s_siagha79",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 05:43:40,FALSE,NA,"1353216880018935809",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SammyStela",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 05:41:46,FALSE,NA,"1353216404141592577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jolienpon",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 05:41:19,FALSE,NA,"1353216288139735040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","frefreddiehaut3",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 05:41:09,FALSE,NA,"1353216248675504128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kariahiren1",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 05:37:34,FALSE,NA,"1353215346627534849",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ArsenalWise",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 05:37:06,FALSE,NA,"1353215227823677441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jaikishan2900",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 05:29:51,FALSE,NA,"1353213402244591619",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JavierSpanic",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 05:29:41,FALSE,NA,"1353213363342385152",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Fast_info_1",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 05:28:38,FALSE,NA,"1353213095812849665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GSlailati",47,TRUE,FALSE,NA,NA
"RT @physorg_com: Wet and wild: There's lots of #water in the world's most explosive #volcano @wustl https://t.co/C1SlcjOK0J",FALSE,0,NA,2021-01-24 05:24:41,FALSE,NA,"1353212104329760768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Abhishe09561511",24,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 05:24:33,FALSE,NA,"1353212069001084929",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","szilviade_",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 05:23:10,FALSE,NA,"1353211721188573184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hmiddleton1974",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 05:17:46,FALSE,NA,"1353210361571233792",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","daru241",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 05:12:50,FALSE,NA,"1353209122804690944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tess_blue815",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 05:12:39,FALSE,NA,"1353209074381443073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jpavlovic801",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 05:10:30,FALSE,NA,"1353208532460593155",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","carlsl",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 05:10:26,FALSE,NA,"1353208516123783168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fern_gullie",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 05:08:50,FALSE,NA,"1353208112937897984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chisportsnut",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 05:08:19,FALSE,NA,"1353207984025972737",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AGUILERA_Jonath",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 05:00:45,FALSE,NA,"1353206080805998594",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","crazyfromlsd",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 04:59:16,FALSE,NA,"1353205706673934336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","usmmetal",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 04:56:57,FALSE,NA,"1353205123518918656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dooble_bopp",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 04:56:27,FALSE,NA,"1353204999547830272",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Anishinabe_Life",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 04:55:55,FALSE,NA,"1353204864013185026",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EduardoGregoryA",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 04:54:45,FALSE,NA,"1353204572085477378",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GozenSoguksu",47,TRUE,FALSE,NA,NA
"RT @GeologyPage: Volcanic eruptions directly triggered ocean acidification during Early Cretaceous | #Geology #GeologyPage #volcano

Known…",FALSE,0,NA,2021-01-24 04:54:03,FALSE,NA,"1353204394691592192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NhasiZviripayi",6,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 04:53:20,FALSE,NA,"1353204213849837568",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","theOwlbratz",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 04:52:26,FALSE,NA,"1353203989160988672",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","whytory0528",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 04:52:00,FALSE,NA,"1353203879660421120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","013067",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 04:51:28,FALSE,NA,"1353203745283305472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JasperJay40",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 04:51:18,FALSE,NA,"1353203701666742273",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AlbaSalcedoCald",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 04:50:38,FALSE,NA,"1353203534800551936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jesse731R",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 04:50:20,FALSE,NA,"1353203458057277442",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","laxmans30698197",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 04:50:12,FALSE,NA,"1353203426075664384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AGPnypacker",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 04:50:11,FALSE,NA,"1353203420279271425",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","23ALZAT",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 04:50:11,FALSE,NA,"1353203419486425089",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kadar_k",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 04:50:00,FALSE,NA,"1353203374854836225",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SportsFanIn213",47,TRUE,FALSE,NA,NA
"RT @TomHall: <U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,0,NA,2021-01-24 04:49:57,FALSE,NA,"1353203360736759808",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PrincePetty415",47,TRUE,FALSE,NA,NA
"<U+0001F30B><U+26A1><U+FE0F>

Lava

and

Lightning 

<U+0001F30B><U+0001F4AB>

#ExtremeWeather #Volcano #Weather #Cool 
via @OrgPhysics pls follow

https://t.co/EULedG9Hta",FALSE,147,NA,2021-01-24 04:49:38,FALSE,NA,"1353203282622078977",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TomHall",47,FALSE,FALSE,NA,NA
"28 Volcanoes Worldwide Currently Erupting
HeatMap Column 4&gt; https://t.co/0JzcX0ZM0P
  #Volcano #VolcanicActivity… https://t.co/T55CuRLsVn",FALSE,0,NA,2021-01-24 04:44:02,TRUE,NA,"1353201872799064064",NA,"<a href=""http://www.futuredanger.com/"" rel=""nofollow"">Unveilings FutureDanger App</a>","FD_Unveilings",0,FALSE,FALSE,NA,NA
"RT @WashVAAC: Here is the latest #volcanic #ash advisory for #Ecuador #volcano #Sangay 

https://t.co/Gvn7S6g6hA https://t.co/KuUuOeo9Rd",FALSE,0,NA,2021-01-24 03:24:50,FALSE,NA,"1353181943895126016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnitaBln",4,TRUE,FALSE,NA,NA
"RT @uwiseismic: Update # 22 from @NEMOSVG on the ongoing activity at La Soufrière, SVG. The @NEMOSVG and the @uwiseismic remains the foremo…",FALSE,0,NA,2021-01-24 03:09:29,FALSE,NA,"1353178080995667968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","reneehadaway",3,TRUE,FALSE,NA,NA
"RT @uwiseismic: Update # 22 from @NEMOSVG on the ongoing activity at La Soufrière, SVG. The @NEMOSVG and the @uwiseismic remains the foremo…",FALSE,0,NA,2021-01-24 03:01:59,FALSE,NA,"1353176192455766017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hannah_angel_",3,TRUE,FALSE,NA,NA
"RT @uwiseismic: Update # 22 from @NEMOSVG on the ongoing activity at La Soufrière, SVG. The @NEMOSVG and the @uwiseismic remains the foremo…",FALSE,0,NA,2021-01-24 03:00:18,FALSE,NA,"1353175766197030914",NA,"<a href=""http://www.volcanowatching.com"" rel=""nofollow"">Volcano Watching 1</a>","VolcanoWatching",3,TRUE,FALSE,NA,NA
"RT @martinelefort1: Good evening Twitterfriends!!! Have a #rustic evening or night!!! <U+0001F604><U+2698>

#travel #evening #volcano #view #hotel #villas ht…",FALSE,0,NA,2021-01-24 02:59:36,FALSE,NA,"1353175592276025345",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cristob81777882",2,TRUE,FALSE,NA,NA
"Update # 22 from @NEMOSVG on the ongoing activity at La Soufrière, SVG. The @NEMOSVG and the @uwiseismic remains th… https://t.co/skhHNdPWaJ",FALSE,6,NA,2021-01-24 02:58:35,TRUE,NA,"1353175336662544385",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","uwiseismic",3,FALSE,FALSE,NA,NA
"Volcano Project https://t.co/2n0ARQP4ws via @YouTube -New Upload for Malachi &amp; Friemds! Are you subscribed? Go chec… https://t.co/aLrnsque0x",FALSE,0,NA,2021-01-24 02:42:35,TRUE,NA,"1353171308297781248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_JenafuLeeMADE_",0,FALSE,FALSE,NA,NA
"RT @TechPlanetLife: This is how an erupting volcano looks like from space!<U+0001F30B>
#volcano #eruptingvolcano #volcanofromspace #ISS #Science #Inte…",FALSE,0,NA,2021-01-24 02:33:17,FALSE,NA,"1353168970484916224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aditi_vatsa8",8,TRUE,FALSE,NA,NA
"RT @NCTsmtown: [Un Cut] Take #19|‘Volcano’ Recording Behind the Scene

https://t.co/UEcTystTs3

#UnCut #Volcano
#NCT #NCTU
#<U+CC44><U+B110>NCT #Ch_NCT",FALSE,0,NA,2021-01-24 02:30:22,FALSE,NA,"1353168234363535360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hokicapricorn",25463,TRUE,FALSE,NA,NA
